SMILES,values
Cc1cc(C)c(C(=O)O)cc1CN(C)C.NS(=O)(=O)c1ccccc1,2.439900740444631
CN(C)Cc1ccc2c(c1)CCC2.NS(=O)(=O)c1ccccc1,2.434680068694968
CN(C)CC1(C)COC1.NS(=O)(=O)c1ccccc1,2.41363816835024
CCCCN(C)C.CCN(C)C(=O)c1ccccc1,2.412047955753026
CN(C)S(=O)(=O)c1ccccc1C#N.NS(=O)(=O)c1ccccc1,2.402220019012562
Cc1cccc(CN(C)C)n1.NS(=O)(=O)c1ccccc1,2.3978130784706613
COc1nccc(CN(C)C)n1.NS(=O)(=O)c1ccccc1,2.3882106319478176
CN(C)CCC(C)(C)C1CC1.NS(=O)(=O)c1ccccc1,2.3814163677801936
CN(C)CC1CCCCCC1.NS(=O)(=O)c1ccccc1,2.3704094714233896
CN(C)Cc1cn(-c2ccccc2)nn1.CCOc1ccc(C(=O)O)cc1,2.3485421979170833
Cc1ccc(S(=O)(=O)N(C)C)c(C)c1.NS(=O)(=O)c1ccccc1,2.3471293838018115
CN(C)C[C@H](O)CO.CC(C)(C(=O)O)c1ccccc1,2.3421955796602987
COc1cccc(S(=O)(=O)N(C)C)c1.NS(=O)(=O)c1ccccc1,2.3386975597387254
CN(C)CC1CCCCCC1.CCN(C)C(=O)c1ccccc1,2.33007417538919
CN(C)CCc1ccc(C(C)(C)C)cc1.CN(C)C(=O)c1ccccc1,2.3282206116186974
CN(C)C[C@H](O)CO.O=C(O)c1ccccc1,2.322971017609734
CN(C)Cc1ccc([N+](=O)[O-])cn1.NS(=O)(=O)c1ccccc1,2.315648905217417
CN(C)Cc1ccc(O)c2ncccc12.CCN(C)C(=O)c1ccccc1,2.3078838903184953
Cc1ccc(S(=O)(=O)N(C)C)cc1C.NS(=O)(=O)c1ccccc1,2.2991568287289716
CN(C)C[C@H](O)CO.CC(C)NC(=O)c1ccccc1,2.2991335156365045
Cc1c(S(=O)(=O)N(C)C)cnn1C.NS(=O)(=O)c1ccccc1,2.287561203316387
CN(C)Cc1cn2c(n1)CCC2.CONC(=O)c1ccccc1,2.277407999013455
CN(C)Cc1cnc(O)nc1O.NS(=O)(=O)c1ccccc1,2.27035845180463
CN(C)CCOCc1ccccc1.NS(=O)(=O)c1ccccc1,2.262632628237037
CN(C)C[C@H](O)CO.CN(C)C(=O)c1ccccc1,2.247570099618579
CN(C)Cc1cn(-c2ccccc2)nn1.CC(=O)c1ccco1,2.2388240991016115
Cc1cc(C)cc(S(=O)(=O)N(C)C)c1.NS(=O)(=O)c1ccccc1,2.2325238087410137
CN(C)S(=O)(=O)c1cn(C)cn1.CCN(C)C(=O)c1ccccc1,2.2200618009420428
CN(C)S(=O)(=O)c1nccn1C.NS(=O)(=O)c1ccccc1,2.2177228733190084
CN(C)C[C@H](O)CO.COc1ccc(C(=O)O)cc1,2.214991611860925
CN(C)S(=O)(=O)c1cnc2n1CCC2.CONC(=O)c1ccccc1,2.212844618548802
CN(C)C[C@H](O)CO.CCN(CC)Cc1ccccc1,2.209656960512064
CN(C)Cc1ccc([N+](=O)[O-])cn1.CCN(C)C(=O)c1ccccc1,2.2040919008302353
CC(C)n1cc(S(=O)(=O)N(C)C)cn1.NS(=O)(=O)c1ccccc1,2.2024822752328364
C#Cc1cccc(CN(C)C)c1.CCN(C)C(=O)c1ccccc1,2.1973569337984022
CN(C)Cc1cn(-c2ccccc2)nn1.COc1ccccc1O,2.1957386029753323
CN(C)Cc1cn(-c2ccccc2)nn1.c1cncnc1,2.191664689967353
CCc1ccc(CN(C)C)cc1[N+](=O)[O-].CCN(C)C(=O)c1ccccc1,2.1818410822117373
CN(C)S(=O)(=O)c1nnc[nH]1.CCN(C)C(=O)c1ccccc1,2.1813056066232885
CN(C)Cc1cn(-c2ccccc2)nn1.Cn1cc2ccccc2n1,2.1770021130426827
CN(C)Cc1cn2c(n1)CCC2.CC(C)NC(=O)c1ccccc1,2.1751437987521887
CN(C)C[C@H](O)CO.NC(=O)c1ccccc1,2.1737416526401487
COC(=O)CCCN(C)C.CCN(C)C(=O)c1ccccc1,2.1736110394652863
CN(C)CCc1ccc(C(C)(C)C)cc1.CC(C)(C(=O)O)c1ccccc1,2.171915143195942
Cc1ccccc1S(=O)(=O)N(C)C.NS(=O)(=O)c1ccccc1,2.167970338952556
CN(C)C[C@H](O)CO.CC(C)(O)c1ccccc1,2.167685526889037
CN(C)CC1CCCCCC1.CONC(=O)c1ccccc1,2.16199399606247
CN(C)C[C@H](O)CO.Cc1ccco1,2.161233791162717
CN(C)Cc1ccc2c(n1)NC(=O)CO2.CCN(C)C(=O)c1ccccc1,2.1580742098058705
CN(C)Cc1cn(-c2ccccc2)nn1.Nc1ccccn1,2.156448975897071
CN(C)CC1CC2(CC2)C1.CONC(=O)c1ccccc1,2.1476863971879587
CN(C)CC(C)(C)N1CCOCC1.CONC(=O)c1ccccc1,2.146288476740113
CN(C)Cc1scc2c1OCCO2.CCN(C)C(=O)c1ccccc1,2.1441778306629704
CN(C)CC(=O)O.CONC(=O)c1ccccc1,2.143123039495228
CN(C)Cc1cn(-c2ccccc2)nn1.N#Cc1ccc2[nH]ccc2c1,2.137433766471603
C=Cc1ccc(S(=O)(=O)N(C)C)cc1.NS(=O)(=O)c1ccccc1,2.1347093937795725
Cc1cnc(N)c(S(=O)(=O)N(C)C)c1.CCN(C)C(=O)c1ccccc1,2.1180192813528698
CC(C)CN(C)C.CONC(=O)c1ccccc1,2.1174991848405993
CN(C)Cc1cn(-c2ccccc2)nn1.CC(C)(C)Oc1ccccc1,2.116165251163523
CN(C)S(=O)(=O)c1ccc(C#N)cc1.NS(=O)(=O)c1ccccc1,2.1074581208311947
CN(C)C[C@H](O)CO.CC(=O)Nc1ccccc1,2.1015828242687817
Cc1cc(C)c(C(=O)O)cc1CN(C)C.CCN(C)C(=O)c1ccccc1,2.099508423679946
CN(C)CCc1ccc(C(C)(C)C)cc1.CC(C)NC(=O)c1ccccc1,2.098730525497748
CCn1cnc(S(=O)(=O)N(C)C)c1.CCN(C)C(=O)c1ccccc1,2.0897750913836397
CN(C)Cc1cn(-c2ccccc2)nn1.c1ccc2occc2c1,2.0873762512267935
CN(C)Cc1cn(-c2ccccc2)nn1.CCN(CC)Cc1ccccc1,2.085242398759835
CN(C)Cc1cnc2[nH]ccc2c1.CC(C)NC(=O)c1ccccc1,2.0840177055984226
CN(C)Cc1cnc2[nH]ccc2c1.CONC(=O)c1ccccc1,2.0821882626993924
CN(C)Cc1cn(-c2ccccc2)nn1.c1ccc2c(c1)CCCC2,2.0817707074295226
CN(C)C[C@H](O)CO.c1cncnc1,2.077058936892961
CN(C)C[C@H](O)CO.CS(=O)(=O)c1ccccc1,2.0768693134176166
CCCn1ccc(CN(C)C)n1.CN(C)C(=O)c1ccccc1,2.0719914296602937
CC(=O)OCc1ccc(CN(C)C)o1.CC(C)(C#N)c1ccccc1,2.071790389104027
Cc1nc(S(=O)(=O)N(C)C)cn1C.CCN(C)C(=O)c1ccccc1,2.0710862881864625
CN(C)Cc1cn(-c2ccccc2)nn1.O=C(O)c1cccc(C(=O)O)c1,2.0705796164704875
CCn1cc(S(=O)(=O)N(C)C)nc1C.NS(=O)(=O)c1ccccc1,2.0688966201044483
CN(C)Cc1cn(-c2ccccc2)nn1.CONC(=O)c1ccccc1,2.0664941105739585
CN(C)C[C@H](O)CO.c1ccccc1,2.066368106807081
CN(C)Cc1cn(-c2ccccc2)nn1.c1ccc(N2CCCC2)nc1,2.061895396916735
CN(C)Cc1cn(-c2ccccc2)nn1.c1ccc2c(c1)OCO2,2.0599359488438385
COC(=O)c1ccc(CN(C)C)o1.NS(=O)(=O)c1ccccc1,2.0557447219621015
CN(C)C[C@H](O)CO.O=C(NC1CC1)c1ccccc1,2.054172575474232
CN(C)C[C@H](O)[C@H]1OC(=O)[C@@H](O)[C@H]1O.NS(=O)(=O)c1ccccc1,2.0535993045115406
CN(C)S(=O)(=O)c1cnc2n1CCC2.CCN(C)C(=O)c1ccccc1,2.0535359308149217
CN(C)S(=O)(=O)C=Cc1ccccc1.CCOc1ccc(C(=O)O)cc1,2.049490868347581
CCCn1ccc(CN(C)C)n1.CONC(=O)c1ccccc1,2.0481132362277954
CN(C)C[C@H](O)CO.c1ccc2occc2c1,2.0351752509508865
CCCn1ccc(CN(C)C)n1.CC(C)(C)Oc1ccccc1,2.0341440641756074
COc1cc(C)c(CN(C)C)c(C)c1C.CCN(C)C(=O)c1ccccc1,2.0219928650486936
CN(C)Cc1cn(-c2ccccc2)nn1.Cc1ccn[nH]1,2.0211997201716625
CN(C)Cc1cn2c(n1)CCC2.NNC(=O)CCc1ccccc1,2.020285132502106
CN(C)C[C@H](O)CO.COC(=O)c1c(C)cccc1C,2.0199647638250027
COC(=O)CCCN(C)C.CONC(=O)c1ccccc1,2.0171772903438834
CN(C)Cc1cn(-c2ccccc2)nn1.c1cnn(Cc2ccncc2)c1,2.0161161460731827
COc1cccc(S(=O)(=O)N(C)C)c1.CCN(C)C(=O)c1ccccc1,2.011779105849439
CN(C)Cc1cn(-c2ccccc2)nn1.CC(C)(C#N)c1ccccc1,2.0044080335658387
CN(C)C[C@H](O)CO.O=C(O)c1cccs1,1.9999098563308633
CN(C)Cc1cn(-c2ccccc2)nn1.COc1c(C)cccc1C,1.9991825666145284
CN(C)CC1CCC1.CC(C)NC(=O)c1ccccc1,1.9970052266712615
CN(C)C[C@H](O)CO.CC(C)OC(=O)c1ccccc1,1.9882835558004026
CN(C)Cc1cn(-c2ccccc2)nn1.C=CC(C)(C)C,1.9876188177876286
